216,12
2,8
392748,622064
505820,570493
618892,518923
505820,467353
392748,415782
279676,467353
166604,518923
279676,570493
2,8
392748,622064
505820,570493
618892,518923
505820,467353
392748,415782
279676,467353
166604,518923
279676,570493
2,8
392748,622064
505820,570493
618892,518923
505820,467353
392748,415782
279676,467353
166604,518923
279676,570493
2,8
151050,773089
300898,692913
450746,612737
300898,532561
151050,452385
1202,532561
-148646,612737
1202,692913
2,8
151050,773089
300898,692913
450746,612737
300898,532561
151050,452385
1202,532561
-148646,612737
1202,692913
2,8
151050,773089
300898,692913
450746,612737
300898,532561
151050,452385
1202,532561
-148646,612737
1202,692913
3,8
291419,162940
419575,115050
547732,67160
419575,19270
291419,-28620
163263,19270
35106,67160
163263,115050
3,8
291419,162940
419575,115050
547732,67160
419575,19270
291419,-28620
163263,19270
35106,67160
163263,115050
3,8
291419,162940
419575,115050
547732,67160
419575,19270
291419,-28620
163263,19270
35106,67160
163263,115050
3,8
545266,487152
583324,338459
621382,189766
583324,41073
545266,-107620
507208,41073
469150,189766
507208,338459
3,8
545266,487152
583324,338459
621382,189766
583324,41073
545266,-107620
507208,41073
469150,189766
507208,338459
3,8
545266,487152
583324,338459
621382,189766
583324,41073
545266,-107620
507208,41073
469150,189766
507208,338459
