72,4
2,8
23405601,4533638
23483950,4389127
23562300,4244617
23483950,4100107
23405601,3955596
23327252,4100107
23248902,4244617
23327252,4389127
2,8
22909861,4003585
23040465,3865530
23171070,3727476
23040465,3589422
22909861,3451367
22779257,3589422
22648652,3727476
22779257,3865530
1,8
23304605,4314777
23440951,4148749
23577297,3982722
23440951,3816695
23304605,3650667
23168259,3816695
23031913,3982722
23168259,4148749
3,8
22937794,3983598
22980173,3906964
23022553,3830331
22980173,3753698
22937794,3677064
22895415,3753698
22853035,3830331
22895415,3906964
