407,12
2,33
23500500,3675300
23597800,3703100
23653400,3670600
23662700,3647500
23648800,3578000
23727500,3703100
23880400,3851300
23880400,3930100
23857200,4004200
23815500,4124600
23792400,4235800
23810900,4333000
23899100,4480000
23635100,4480000
23648800,4411800
23616300,4407200
23560800,4430300
23519100,4393300
23505200,4314500
23449600,4300600
23412500,4309900
23403300,4226500
23375500,4212600
23273600,4240400
23236500,4194100
23245800,4115300
23370800,3744800
23426400,3554800
23491300,3550200
23458800,3564100
23449600,3601200
23454200,3629000
23500500,3675300
2,17
23055800,4036600
22972500,3971700
22898400,3981000
22912300,4050500
22916900,4110700
22842800,4120000
22777900,4036600
22750100,3981000
22764000,3865200
22875200,3832800
22930800,3855900
23051200,3874500
23069700,3953200
23079000,4013400
23130000,4055100
23102200,4082900
23055800,4036600
2,45
22648200,3392700
22564800,3360300
22449000,3318600
22421200,3276900
22421200,3235200
22407300,3202800
22370300,3198200
22314700,3226000
22208200,3258400
22100000,3246100
22217400,3179600
22291500,3077700
22324000,2989700
22402800,2900000
22736400,2900000
22754800,3017500
22949300,3110200
23042000,3142600
23143900,3202800
23407900,3318600
23384700,3434400
23310600,3480700
23301400,3443700
23250400,3406600
23213300,3443700
23180900,3457600
23116100,3429800
23180900,3522400
23157800,3540900
23134600,3527100
23088300,3462200
23037300,3434400
22986400,3439000
22944700,3263000
22879800,3230600
22847400,3286200
22879800,3383500
22842800,3434400
22805700,3406600
22773300,3374200
22764000,3318600
22727000,3281500
22694500,3286200
22713100,3369600
22648200,3392700
3,34
22254500,4147800
22194300,4152400
22152600,4184800
22100000,4177200
22100000,3630600
22337900,3791100
22407300,3721600
22453700,3675300
22523200,3675300
22546300,3758700
22490700,3800300
22430500,3860600
22374900,3930100
22305400,3916200
22245200,3823500
22166500,3744800
22134100,3791100
22152600,3869800
22180400,3911500
22365700,4036600
22407300,4138500
22421200,4296000
22476800,4416400
22467700,4480000
22361200,4480000
22100000,4480000
22100000,4436600
22100000,4344000
22198900,4435000
22254500,4421100
22351800,4397900
22337900,4314500
22314700,4166300
22254500,4147800
3,84
22740900,4101400
22606500,3953200
22560200,3893000
22555600,3837400
22615800,3795700
22694500,3777200
22740900,3781800
22805700,3800300
22838100,3786500
22838100,3735500
22745500,3721600
22680600,3726200
22676000,3656800
22777900,3605800
22842800,3601200
22852000,3527100
22773300,3513200
22639000,3522400
22495400,3527100
22379600,3554800
22324000,3559500
22194300,3517800
22100000,3482300
22100000,3246100
22208200,3258400
22314700,3226000
22370300,3198200
22407300,3202800
22421200,3235200
22421200,3276900
22449000,3318600
22564800,3360300
22648200,3392700
22713100,3369600
22694500,3286200
22727000,3281500
22764000,3318600
22773300,3374200
22805700,3406600
22842800,3434400
22879800,3383500
22847400,3286200
22879800,3230600
22944700,3263000
22986400,3439000
22953900,3480700
22953900,3531700
22981700,3601200
23014200,3642900
22981700,3735500
22991000,3772600
23042000,3791100
23051200,3874500
22930800,3855900
22875200,3832800
22764000,3865200
22750100,3981000
22777900,4036600
22842800,4120000
22916900,4110700
22912300,4050500
22898400,3981000
22972500,3971700
23055800,4036600
23102200,4082900
23069700,4170900
23014200,4217200
23111400,4370100
23130100,4480000
22995800,4480000
22930800,4407200
22815000,4397900
22731600,4421100
22666700,4458100
22601900,4416400
22588000,4282100
22588000,4194100
22652900,4198700
22731600,4184800
22773300,4221900
22815000,4272800
22842800,4249700
22810300,4184800
22740900,4101400
4,11
22254500,4421100
22198900,4435000
22100000,4344000
22100000,4177200
22152600,4184800
22194300,4152400
22254500,4147800
22314700,4166300
22337900,4314500
22351800,4397900
22254500,4421100
1,47
22736400,2900000
24000000,2900000
24000000,4480000
23899100,4480000
23810900,4333000
23792400,4235800
