407,12
2,33
695500,780860
714960,786420
726080,779920
727940,775300
725160,761400
740900,786420
771480,816060
771480,831820
766840,846640
758500,870720
753880,892960
757580,912400
775220,941800
722420,941800
725160,928160
718660,927240
707560,931860
699220,924460
696440,908700
685320,905920
677900,907780
676060,891100
670500,888320
650120,893880
642700,884620
644560,868860
669560,794760
680680,756760
693660,755840
687160,758620
685320,766040
686240,771600
695500,780860
2,17
606560,853120
589900,840140
575080,842000
577860,855900
578780,867940
563960,869800
550980,853120
545420,842000
548200,818840
570440,812360
581560,816980
605640,820700
609340,836440
611200,848480
621400,856820
615840,862380
606560,853120
2,45
525040,724340
508360,717860
485200,709520
479640,701180
479640,692840
476860,686360
469460,685440
458340,691000
437040,697480
415400,695020
438880,681720
453700,661340
460200,643740
475960,625800
542680,625800
546360,649300
585260,667840
603800,674320
624180,686360
676980,709520
672340,732680
657520,741940
655680,734540
645480,727120
638060,734540
631580,737320
618620,731760
631580,750280
626960,753980
622320,751220
613060,738240
602860,732680
592680,733600
584340,698400
571360,691920
564880,703040
571360,722500
563960,732680
556540,727120
550060,720640
548200,709520
540800,702100
534300,703040
538020,719720
525040,724340
3,34
446300,875360
434260,876280
425920,882760
415400,881240
415400,771920
462980,804020
476860,790120
486140,780860
500040,780860
504660,797540
493540,805860
481500,817920
470380,831820
456480,829040
444440,810500
428700,794760
422220,804020
425920,819760
431480,828100
468540,853120
476860,873500
479640,905000
490760,929080
488940,941800
467640,941800
415400,941800
415400,933120
415400,914600
435180,932800
446300,930020
465760,925380
462980,908700
458340,879060
446300,875360
3,84
543580,866080
516700,836440
507440,824400
506520,813280
518560,804940
534300,801240
543580,802160
556540,805860
563020,803100
563020,792900
544500,790120
531520,791040
530600,777160
550980,766960
563960,766040
565800,751220
550060,748440
523200,750280
494480,751220
471320,756760
460200,757700
434260,749360
415400,742260
415400,695020
437040,697480
458340,691000
469460,685440
476860,686360
479640,692840
479640,701180
485200,709520
508360,717860
525040,724340
538020,719720
534300,703040
540800,702100
548200,709520
550060,720640
556540,727120
563960,732680
571360,722500
564880,703040
571360,691920
584340,698400
592680,733600
586180,741940
586180,752140
591740,766040
598240,774380
591740,792900
593600,800320
603800,804020
605640,820700
581560,816980
570440,812360
548200,818840
545420,842000
550980,853120
563960,869800
578780,867940
577860,855900
575080,842000
589900,840140
606560,853120
615840,862380
609340,879980
598240,889240
617680,919820
621420,941800
594560,941800
581560,927240
558400,925380
541720,930020
528740,937420
515780,929080
513000,902220
513000,884620
525980,885540
541720,882760
550060,890180
558400,900360
563960,895740
557460,882760
543580,866080
4,11
446300,930020
435180,932800
415400,914600
415400,881240
425920,882760
434260,876280
446300,875360
458340,879060
462980,908700
465760,925380
446300,930020
1,47
542680,625800
795400,625800
795400,941800
775220,941800
757580,912400
753880,892960
758500,870720
766840,846640
771480,831820
771480,816060
740900,786420
725160,761400
727940,775300
726080,779920
714960,786420
695500,780860
686240,771600
685320,766040
687160,758620
693660,755840
680680,756760
663080,766960
651040,782700
639920,805860
633440,804020
617680,800320
603800,804020
593600,800320
591740,792900
598240,774380
591740,766040
586180,752140
586180,741940
592680,733600
602860,732680
599160,743800
611200,778080
626960,779920
636220,770660
657520,741940
672340,732680
676980,709520
624180,686360
603800,674320
585260,667840
546360,649300
542680,625800
4,58
481500,817920
493540,805860
504660,797540
500040,780860
486140,780860
476860,790120
462980,804020
415400,771920
415400,742260
434260,749360
460200,757700
471320,756760
494480,751220
523200,750280
550060,748440
565800,751220
563960,766040
550980,766960
529520,777160
531520,791040
544500,790120
563020,792900
563020,803100
556540,805860
543580,802160
534300,801240
518560,804940
506520,813280
507440,824400
516700,836440
543580,866080
557460,882760
563960,895740
558400,900360
550060,890180
541720,882760
525980,885540
513000,884620
513000,902220
515780,929080
528740,937420
541720,930020
558400,925380
581560,927240
594560,941800
488940,941800
490760,929080
479640,903920
476860,873500
468540,853120
431480,828100
425920,819760
422220,804020
428700,794760
444440,810500
456480,829040
470380,831820
481500,817920
2,10
624180,893880
653820,906860
674200,918900
679760,926300
676080,941800
621420,941800
617680,919820
598240,889240
609340,879980
624180,893880
3,33
633440,804020
639920,805860
651040,782700
663080,766960
680680,756760
669560,794760
644560,868860
642700,884620
650120,893880
670500,888320
676060,891100
677900,907780
685320,905920
696440,908700
699220,924460
707560,931860
718660,927240
725160,928160
722420,941800
676080,941800
679760,926300
674200,918900
653820,906860
624180,893880
609340,879980
615840,862380
621400,856820
611200,848480
609340,836440
605640,820700
603800,804020
617680,800320
633440,804020
1,7
438880,681720
415400,695020
415400,625800
475960,625800
460200,643740
453700,661340
438880,681720
3,16
626960,753980
631580,750280
618620,731760
631580,737320
638060,734540
645480,727120
655680,734540
657520,741940
636220,770660
626960,779920
611200,778080
599160,743800
602860,732680
613060,738240
622320,751220
626960,753980
